alg,run,k,c,tomatch,success,rate,time
Cluster,0,100,100,329641,242272,0.734957,0.222229
Cluster,1,180,100,329641,260470,0.790163,0.232757
Cluster,2,260,100,329641,268558,0.814698,0.288384
Cluster,3,340,100,329641,272908,0.827895,0.33943
Cluster,4,420,100,329641,275754,0.836528,0.392095
Cluster,5,500,100,329641,277466,0.841722,0.438369
Cluster,6,580,100,329641,278698,0.845459,0.486909
Cluster,7,660,100,329641,279542,0.84802,0.542623
Cluster,8,740,100,329641,280232,0.850113,0.583073
Cluster,9,820,100,329641,280882,0.852085,0.651702
Cluster,10,900,100,329641,281298,0.853347,0.717478
Cluster,11,980,100,329641,281516,0.854008,0.793563
Cluster,12,1060,100,329641,281858,0.855045,0.874254
Cluster,13,1140,100,329641,282128,0.855864,0.974296
Cluster,14,1220,100,329641,282348,0.856532,1.06772
Cluster,15,1300,100,329641,282550,0.857145,1.15906
Cluster,16,1380,100,329641,282684,0.857551,1.26719
Cluster,17,1460,100,329641,282674,0.857521,1.3596
Cluster,18,1540,100,329641,282840,0.858024,1.4705
Cluster,19,1620,100,329641,282966,0.858407,1.5605
Cluster,20,1700,100,329641,283066,0.85871,1.60771
Cluster,21,1780,100,329641,283082,0.858758,1.67482
Cluster,22,1860,100,329641,283152,0.858971,1.76411
Cluster,23,1940,100,329641,283198,0.85911,1.85275
Cluster,24,2020,100,329641,283310,0.85945,1.89767
Cluster,25,2100,100,329641,283370,0.859632,2.00035
Cluster,26,2180,100,329641,283396,0.859711,2.03874
Cluster,27,2260,100,329641,283448,0.859869,2.11176
Cluster,28,2340,100,329641,283456,0.859893,2.18053
Cluster,29,2420,100,329641,283514,0.860069,2.24101
Cluster,30,100,180,329641,255208,0.7742,0.16308
Cluster,31,180,180,329641,268522,0.814589,0.214029
Cluster,32,260,180,329641,274456,0.832591,0.25473
Cluster,33,340,180,329641,277450,0.841673,0.29988
Cluster,34,420,180,329641,279136,0.846788,0.346429
Cluster,35,500,180,329641,280388,0.850586,0.39364
Cluster,36,580,180,329641,281126,0.852825,0.426555
Cluster,37,660,180,329641,281514,0.854002,0.456319
Cluster,38,740,180,329641,282018,0.855531,0.497842
Cluster,39,820,180,329641,282356,0.856556,0.540503
Cluster,40,900,180,329641,282620,0.857357,0.591001
Cluster,41,980,180,329641,282836,0.858012,0.659387
Cluster,42,1060,180,329641,282954,0.85837,0.716658
Cluster,43,1140,180,329641,283046,0.858649,0.789602
Cluster,44,1220,180,329641,283168,0.859019,0.867079
