alg,run,k,c,tomatch,success,rate,time
Random,0,2000,100,329641,234,0.000709863,0.023211
Random,1,2000,100,329641,228,0.000691662,0.023005
Random,2,2000,100,329641,248,0.000752334,0.022977
Random,3,2000,100,329641,252,0.000764468,0.022906
Random,4,2000,100,329641,198,0.000600653,0.023323
Random,5,2000,100,329641,222,0.00067346,0.022802
Random,6,2000,100,329641,288,0.000873678,0.02231
Random,7,2000,100,329641,238,0.000721998,0.022306
Random,8,2000,100,329641,248,0.000752334,0.022225
Random,9,2000,100,329641,230,0.000697729,0.022214
Random,10,2000,100,329641,232,0.000703796,0.022977
Random,11,2000,100,329641,252,0.000764468,0.023801
Random,12,2000,100,329641,210,0.000637057,0.023697
Random,13,2000,100,329641,254,0.000770535,0.023062
Random,14,2000,100,329641,228,0.000691662,0.023556
Random,15,2000,100,329641,228,0.000691662,0.022892
Random,16,2000,100,329641,210,0.000637057,0.023584
Random,17,2000,100,329641,238,0.000721998,0.023541
Random,18,2000,100,329641,228,0.000691662,0.023403
Random,19,2000,100,329641,250,0.000758401,0.023282
Random,20,2000,100,329641,262,0.000794804,0.023285
Random,21,2000,100,329641,220,0.000667393,0.023176
Random,22,2000,100,329641,230,0.000697729,0.022663
Random,23,2000,100,329641,238,0.000721998,0.023052
Random,24,2000,100,329641,272,0.00082514,0.023297
Random,25,2000,100,329641,240,0.000728065,0.023268
Random,26,2000,100,329641,234,0.000709863,0.023518
Random,27,2000,100,329641,236,0.00071593,0.023277
Random,28,2000,100,329641,262,0.000794804,0.023177
Random,29,2000,100,329641,232,0.000703796,0.022612
RandomK,0,2000,100,329641,168798,0.512066,5.99682
RandomK,1,2000,100,329641,168436,0.510968,5.82788
RandomK,2,2000,100,329641,168470,0.511071,5.83012
RandomK,3,2000,100,329641,169274,0.51351,5.77852
RandomK,4,2000,100,329641,168962,0.512564,5.47935
RandomK,5,2000,100,329641,168850,0.512224,5.49351
RandomK,6,2000,100,329641,168462,0.511047,5.50421
RandomK,7,2000,100,329641,168964,0.51257,4.51642
RandomK,8,2000,100,329641,168852,0.51223,3.57017
RandomK,9,2000,100,329641,168580,0.511405,3.61065
