,10,40,70,100,130,160,190,220,250,280,310,340,370,400,430,460,490,520,550,580,610,640,670,700,730,760,790,820,850,880
340,0.7371744384,0.9360130115,0.9712618173,0.9793245046,0.9867580755,0.9898280659,0.993119954,0.9946366609,0.995560828,0.9970409584,0.997632279,0.9973738049,0.9984467165,0.9984467165,0.9984467165,0.998297972,0.9988161395,0.9987417672,0.9987051907,0.9988161395,0.9989270883,0.9989270883,0.9988161395,0.9985942419,0.9993708836,0.9991855625,0.9990380372,0.999148986,0.9990380372,0.9989270883
370,0.7531522876,0.9410435041,0.9731845237,0.9830236114,0.9874981407,0.9919373127,0.9939343915,0.9955986237,0.9973372283,0.9979651255,0.9984089208,0.9988527161,0.9988527161,0.9992599348,0.9988527161,0.9992599348,0.9989636649,0.9993343071,0.999148986,0.9993343071,0.9990746137,0.9990014606,0.9990746137,0.9994452559,0.9990380372,0.9993343071,0.9995927813,0.9991124094,0.9992233583,0.9990746137
400,0.7668380074,0.9490696149,0.9791026069,0.9845025226,0.9921214146,0.9934162239,0.9953767261,0.9970409584,0.9974481771,0.9989270883,0.9989636649,0.9988527161,0.9990746137,0.999148986,0.9989270883,0.9990380372,0.9992233583,0.9992599348,0.9994452559,0.9993343071,0.9997037301,0.9994452559,0.999518409,0.9994818324,0.9992599348,0.9993708836,0.9993343071,0.9997037301,0.9996671535,0.9995927813
430,0.7850348331,0.9529906193,0.9798426721,0.9873140388,0.9909753499,0.995191405,0.9959314702,0.9972994326,0.9984832931,0.998779563,0.9992233583,0.9995562047,0.9992965113,0.9994452559,0.9993708836,0.999518409,0.9993708836,0.9996671535,0.9994452559,0.9995562047,0.9995927813,0.9996293578,0.999518409,0.9996293578,0.9996293578,0.9996671535,0.9996671535,0.9995562047,0.999518409,0.999518409
460,0.800495734,0.9593890743,0.9832077133,0.9901243358,0.9934905962,0.9964862143,0.9970043819,0.9985576653,0.998779563,0.9994818324,0.9994452559,0.9994452559,0.9994818324,0.999518409,0.9997037301,0.9997037301,0.999518409,0.9995562047,0.9997037301,0.9996671535,0.9998890512,0.9997781024,0.9997403066,0.9998146789,0.9997037301,0.9996293578,0.9998890512,0.9998512554,0.9998146789,0.9997037301
490,0.8083731002,0.9633088596,0.986721499,0.9904571823,0.9938234426,0.9967446885,0.9978541767,0.9988161395,0.9991124094,0.9991124094,0.9996293578,0.9996671535,0.9995562047,0.9996293578,0.9998146789,0.9997403066,0.9998146789,0.9998512554,0.9998512554,0.9998512554,0.9996671535,0.9997781024,0.9999622042,0.9998512554,0.9998890512,0.9998890512,0.9999256277,0.9997781024,0.9999622042,0.9998146789
520,0.8185072385,0.966009427,0.9869433966,0.9923067357,0.9956717768,0.997262856,0.9980760743,0.9989270883,0.9993343071,0.9998146789,0.9998512554,0.9995562047,0.9996671535,0.9998890512,0.9997037301,0.9999256277,0.9997781024,0.9997781024,0.9998146789,1,0.9998146789,0.9998890512,0.9998512554,0.9998512554,0.9999622042,0.9998890512,0.9999622042,0.9998146789,0.9998512554,0.9998890512
550,0.824130271,0.9689684686,0.988423527,0.9934528004,0.9965971631,0.9971519072,0.9987051907,0.9994074601,0.9993708836,0.9997781024,0.9998512554,0.9997403066,0.9998890512,0.9999256277,0.9998890512,0.9999256277,0.9999622042,1,0.9999256277,0.9999256277,0.9997781024,1,0.9999622042,0.9998512554,0.9999256277,0.9999256277,0.9999622042,0.9998512554,0.9999622042,0.9999622042
580,0.8350032553,0.9705583286,0.9897171171,0.9928980563,0.9970043819,0.9983723442,0.9988527161,0.9994074601,0.9997037301,0.9998512554,0.9998146789,0.9998890512,0.9999256277,0.9999256277,0.9999256277,0.9999256277,0.9999622042,1,0.9999622042,1,1,0.9999256277,0.9999256277,0.9998512554,1,0.9999622042,1,0.9999256277,0.9999256277,0.9999622042
610,0.8443985477,0.975145026,0.9913081963,0.9943781867,0.9971519072,0.9982613954,0.9994452559,0.9994818324,0.9997037301,0.9999622042,0.9998890512,1,0.9999622042,0.9999256277,0.9999256277,1,0.9999256277,0.9999622042,1,0.9999622042,0.9999256277,0.9999622042,0.9999622042,1,1,0.9999622042,0.9999622042,1,1,1
640,0.8513151702,0.9781406441,0.9925286333,0.9961533678,0.9964862143,0.9988161395,0.9993343071,0.999518409,0.9998890512,0.9998890512,0.9999622042,0.9999256277,0.9999622042,0.9999256277,0.9998890512,1,1,1,0.9999622042,1,1,1,1,1,1,1,0.9999256277,1,1,1
670,0.8547911602,0.979657351,0.9918995169,0.9957095726,0.998297972,0.998779563,0.999518409,0.9998146789,0.9999256277,0.9998890512,0.9999256277,0.9999622042,1,0.9999256277,0.9999622042,1,1,1,1,0.9999622042,1,1,1,1,1,0.9999622042,1,1,1,1
700,0.8684390842,0.9797317233,0.9931943262,0.9961899444,0.9984467165,0.9991855625,0.9994452559,0.9997781024,0.9998890512,0.9999256277,1,1,1,0.9999622042,1,0.9999622042,0.9999256277,1,0.9999622042,1,1,1,1,1,1,1,1,1,1,1
730,0.8725819863,0.9821348016,0.9936381215,0.9964496378,0.9987051907,0.9994818324,0.9998146789,0.9999256277,0.9999622042,0.9999622042,1,1,1,0.9999622042,1,1,0.9999622042,1,0.9999622042,1,1,1,1,1,1,1,1,1,1,1
760,0.8766127203,0.9846134714,0.9944891356,0.9970043819,0.9987051907,0.999518409,0.9999256277,0.9999256277,0.9999256277,1,1,0.9999622042,1,1,1,1,1,1,1,1,1,1,1,1,0.9999622042,1,1,1,1,1
790,0.8842328316,0.9849828944,0.9955242515,0.9975957025,0.998779563,0.9998146789,0.9999256277,0.9998890512,1,0.9999256277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
820,0.8884854633,0.9863886525,0.9962277401,0.997928549,0.9992965113,0.9996293578,0.9997403066,0.9999622042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
850,0.8973260115,0.9873506153,0.9965971631,0.9983723442,0.9992599348,0.9998146789,0.9998512554,0.9998890512,0.9999622042,0.9999622042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
880,0.8973260115,0.9889038988,0.9963008932,0.9985198696,0.9994452559,0.9998146789,0.9999256277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
