alg,run,k,c,tomatch,success,rate,time
Distribution,0,100,100,329641,32412,0.0983251,0.419462
Distribution,1,180,100,329641,53230,0.161479,0.506565
Distribution,2,260,100,329641,72976,0.22138,0.366853
Distribution,3,340,100,329641,94502,0.286682,0.422531
Distribution,4,420,100,329641,113484,0.344265,0.432563
Distribution,5,500,100,329641,135426,0.410829,0.467072
Distribution,6,580,100,329641,150558,0.456733,0.495645
Distribution,7,660,100,329641,167302,0.507528,0.533686
Distribution,8,740,100,329641,184746,0.560446,0.561272
Distribution,9,820,100,329641,200194,0.607309,0.617152
Distribution,10,900,100,329641,216554,0.656939,0.646085
Distribution,11,980,100,329641,228306,0.69259,0.684863
Distribution,12,1060,100,329641,243266,0.737973,0.711469
Distribution,13,1140,100,329641,251922,0.764231,0.747971
Distribution,14,1220,100,329641,260382,0.789896,0.769443
Distribution,15,1300,100,329641,268562,0.814711,0.778036
Distribution,16,1380,100,329641,272728,0.827349,0.808989
Distribution,17,1460,100,329641,275574,0.835982,0.81395
Distribution,18,1540,100,329641,279538,0.848007,0.824503
Distribution,19,1620,100,329641,281450,0.853808,0.813657
Distribution,20,1700,100,329641,283182,0.859062,0.826472
Distribution,21,1780,100,329641,283786,0.860894,0.826228
Distribution,22,1860,100,329641,283786,0.860894,0.82097
Distribution,23,1940,100,329641,283786,0.860894,0.827755
Distribution,24,2020,100,329641,283786,0.860894,0.83657
Distribution,25,2100,100,329641,283786,0.860894,0.859795
Distribution,26,2180,100,329641,283786,0.860894,0.849286
Distribution,27,2260,100,329641,283786,0.860894,0.849006
Distribution,28,2340,100,329641,283786,0.860894,0.852703
Distribution,29,2420,100,329641,283786,0.860894,0.870662
Distribution,30,2500,100,329641,283786,0.860894,0.855586
Distribution,31,2580,100,329641,283786,0.860894,0.865014
Distribution,32,2660,100,329641,283786,0.860894,0.861617
Distribution,33,2740,100,329641,283786,0.860894,0.862514
Distribution,34,2820,100,329641,283786,0.860894,0.875737
Distribution,35,2900,100,329641,283786,0.860894,0.870235
Distribution,36,2980,100,329641,283786,0.860894,0.865235
Distribution,37,3060,100,329641,283786,0.860894,0.866841
Distribution,38,3140,100,329641,283786,0.860894,0.862663
Distribution,39,3220,100,329641,283786,0.860894,0.879971
Distribution,40,3300,100,329641,283786,0.860894,0.86377
Distribution,41,3380,100,329641,283786,0.860894,0.866489
Distribution,42,3460,100,329641,283786,0.860894,0.867534
Distribution,43,3540,100,329641,283786,0.860894,0.863687
Distribution,44,3620,100,329641,283786,0.860894,0.872009
Distribution,45,3700,100,329641,283786,0.860894,0.875131
Distribution,46,3780,100,329641,283786,0.860894,0.874431
Distribution,47,3860,100,329641,283786,0.860894,0.862985
Distribution,48,3940,100,329641,283786,0.860894,0.869758
Distribution,49,4020,100,329641,283786,0.860894,0.868391
