alg,run,k,c,tomatch,success,rate,time
Random,0,3500,100,659283,474,0.000718963,0.053152
Random,1,3500,100,659283,476,0.000721996,0.05046
Random,2,3500,100,659283,500,0.0007584,0.054848
Random,3,3500,100,659283,480,0.000728064,0.055051
Random,4,3500,100,659283,512,0.000776601,0.050515
Random,5,3500,100,659283,520,0.000788736,0.054483
Random,6,3500,100,659283,466,0.000706828,0.05511
Random,7,3500,100,659283,510,0.000773568,0.051468
Random,8,3500,100,659283,530,0.000803904,0.053053
Random,9,3500,100,659283,466,0.000706828,0.048038
Random,10,3500,100,659283,504,0.000764467,0.047883
Random,11,3500,100,659283,516,0.000782668,0.047983
Random,12,3500,100,659283,486,0.000737164,0.04793
Random,13,3500,100,659283,466,0.000706828,0.047877
Random,14,3500,100,659283,486,0.000737164,0.047905
Random,15,3500,100,659283,438,0.000664358,0.047975
Random,16,3500,100,659283,496,0.000752332,0.047933
Random,17,3500,100,659283,518,0.000785702,0.047934
Random,18,3500,100,659283,466,0.000706828,0.047935
Random,19,3500,100,659283,438,0.000664358,0.047939
Random,20,3500,100,659283,516,0.000782668,0.048011
Random,21,3500,100,659283,508,0.000770534,0.04803
Random,22,3500,100,659283,458,0.000694694,0.048025
Random,23,3500,100,659283,446,0.000676492,0.04799
Random,24,3500,100,659283,478,0.00072503,0.047917
Random,25,3500,100,659283,534,0.000809971,0.048028
Random,26,3500,100,659283,490,0.000743232,0.048076
Random,27,3500,100,659283,554,0.000840307,0.047949
Random,28,3500,100,659283,488,0.000740198,0.047959
Random,29,3500,100,659283,526,0.000797836,0.047993
RandomK,0,3500,100,659283,406998,0.617334,17.9405
RandomK,1,3500,100,659283,407224,0.617677,10.4121
RandomK,2,3500,100,659283,406604,0.616737,8.66235
RandomK,3,3500,100,659283,407166,0.617589,8.37819
RandomK,4,3500,100,659283,407694,0.61839,8.37104
RandomK,5,3500,100,659283,408116,0.61903,8.37159
RandomK,6,3500,100,659283,407830,0.618596,8.37567
