alg,run,k,c,tomatch,success,rate,time
Cluster,0,5,5,6593,152,0.0230548,0.00142
Cluster,1,15,5,6593,340,0.0515698,0.001646
Cluster,2,25,5,6593,496,0.0752313,0.001844
Cluster,3,35,5,6593,716,0.1086,0.002139
Cluster,4,45,5,6593,906,0.137418,0.002329
Cluster,5,55,5,6593,1056,0.16017,0.002626
Cluster,6,65,5,6593,1164,0.176551,0.002826
Cluster,7,75,5,6593,1256,0.190505,0.003059
Cluster,8,85,5,6593,1418,0.215077,0.003281
Cluster,9,95,5,6593,1512,0.229334,0.003481
Cluster,10,105,5,6593,1610,0.244198,0.003652
Cluster,11,115,5,6593,1710,0.259366,0.003824
Cluster,12,125,5,6593,1852,0.280904,0.003972
Cluster,13,135,5,6593,1904,0.288791,0.004151
Cluster,14,145,5,6593,1938,0.293948,0.004386
Cluster,15,155,5,6593,2014,0.305476,0.004515
Cluster,16,165,5,6593,2178,0.33035,0.004742
Cluster,17,175,5,6593,2122,0.321857,0.00495
Cluster,18,185,5,6593,2290,0.347338,0.005141
Cluster,19,195,5,6593,2288,0.347035,0.005343
Cluster,20,205,5,6593,2410,0.365539,0.005521
Cluster,21,215,5,6593,2438,0.369786,0.005784
Cluster,22,225,5,6593,2492,0.377977,0.00606
Cluster,23,235,5,6593,2514,0.381314,0.006217
Cluster,24,245,5,6593,2626,0.398301,0.006487
Cluster,25,255,5,6593,2638,0.400121,0.006701
Cluster,26,265,5,6593,2650,0.401941,0.00685
Cluster,27,275,5,6593,2782,0.421963,0.007058
Cluster,28,285,5,6593,2720,0.412559,0.007287
Cluster,29,295,5,6593,2810,0.42621,0.007481
Cluster,30,5,15,6593,332,0.0503564,0.001416
Cluster,31,15,15,6593,820,0.124374,0.001568
Cluster,32,25,15,6593,1322,0.200516,0.001796
Cluster,33,35,15,6593,1602,0.242985,0.002088
Cluster,34,45,15,6593,1870,0.283634,0.002288
Cluster,35,55,15,6593,2094,0.31761,0.002526
Cluster,36,65,15,6593,2300,0.348855,0.002788
Cluster,37,75,15,6593,2462,0.373426,0.002971
Cluster,38,85,15,6593,2664,0.404065,0.003149
Cluster,39,95,15,6593,2758,0.418322,0.003389
Cluster,40,105,15,6593,2912,0.441681,0.003507
Cluster,41,115,15,6593,2940,0.445927,0.003643
Cluster,42,125,15,6593,3116,0.472622,0.003798
Cluster,43,135,15,6593,3120,0.473229,0.003999
Cluster,44,145,15,6593,3158,0.478993,0.004142
Cluster,45,155,15,6593,3294,0.499621,0.004291
Cluster,46,165,15,6593,3282,0.497801,0.004506
Cluster,47,175,15,6593,3410,0.517215,0.004657
Cluster,48,185,15,6593,3492,0.529653,0.004785
Cluster,49,195,15,6593,3544,0.53754,0.005013
Cluster,50,205,15,6593,3526,0.53481,0.005179
Cluster,51,215,15,6593,3574,0.54209,0.005354
Cluster,52,225,15,6593,3588,0.544214,0.005527
Cluster,53,235,15,6593,3590,0.544517,0.005681
Cluster,54,245,15,6593,3696,0.560595,0.005837
Cluster,55,255,15,6593,3762,0.570605,0.005969
Cluster,56,265,15,6593,3746,0.568178,0.006168
Cluster,57,275,15,6593,3798,0.576066,0.006339
Cluster,58,285,15,6593,3820,0.579402,0.006523
Cluster,59,295,15,6593,3824,0.580009,0.006666
Cluster,60,5,25,6593,536,0.0812983,0.001275
Cluster,61,15,25,6593,1246,0.188988,0.001544
Cluster,62,25,25,6593,1792,0.271803,0.001796
Cluster,63,35,25,6593,2132,0.323373,0.002033
Cluster,64,45,25,6593,2392,0.362809,0.002227
Cluster,65,55,25,6593,2694,0.408615,0.002434
Cluster,66,65,25,6593,2830,0.429243,0.00266
Cluster,67,75,25,6593,3050,0.462612,0.002834
Cluster,68,85,25,6593,3152,0.478083,0.003055
Cluster,69,95,25,6593,3334,0.505688,0.003203
Cluster,70,105,25,6593,3446,0.522676,0.003387
Cluster,71,115,25,6593,3470,0.526316,0.003572
Cluster,72,125,25,6593,3534,0.536023,0.003714
Cluster,73,135,25,6593,3600,0.546034,0.003811
Cluster,74,145,25,6593,3608,0.547247,0.004011
Cluster,75,155,25,6593,3636,0.551494,0.004183
Cluster,76,165,25,6593,3690,0.559685,0.004296
Cluster,77,175,25,6593,3818,0.579099,0.004409
Cluster,78,185,25,6593,3784,0.573942,0.004651
Cluster,79,195,25,6593,3894,0.590626,0.004679
Cluster,80,205,25,6593,3846,0.583346,0.004904
Cluster,81,215,25,6593,3872,0.58729,0.005059
Cluster,82,225,25,6593,3896,0.59093,0.005197
Cluster,83,235,25,6593,3928,0.595783,0.005344
Cluster,84,245,25,6593,3956,0.60003,0.005453
Cluster,85,255,25,6593,3970,0.602154,0.005586
Cluster,86,265,25,6593,3962,0.60094,0.00569
Cluster,87,275,25,6593,3980,0.603671,0.005917
Cluster,88,285,25,6593,3992,0.605491,0.00601
Cluster,89,295,25,6593,4006,0.607614,0.006214
Cluster,90,5,35,6593,686,0.10405,0.001245
Cluster,91,15,35,6593,1546,0.234491,0.001516
Cluster,92,25,35,6593,2098,0.318216,0.001755
Cluster,93,35,35,6593,2454,0.372213,0.001972
Cluster,94,45,35,6593,2838,0.430457,0.002193
Cluster,95,55,35,6593,3048,0.462309,0.002358
Cluster,96,65,35,6593,3210,0.48688,0.002573
Cluster,97,75,35,6593,3322,0.503868,0.002785
Cluster,98,85,35,6593,3488,0.529046,0.002957
Cluster,99,95,35,6593,3600,0.546034,0.003119
Cluster,100,105,35,6593,3636,0.551494,0.003229
Cluster,101,115,35,6593,3696,0.560595,0.003403
Cluster,102,125,35,6593,3728,0.565448,0.003602
Cluster,103,135,35,6593,3822,0.579706,0.003707
Cluster,104,145,35,6593,3866,0.586379,0.003815
Cluster,105,155,35,6593,3878,0.5882,0.00397
Cluster,106,165,35,6593,3896,0.59093,0.004122
Cluster,107,175,35,6593,3930,0.596087,0.00421
Cluster,108,185,35,6593,3962,0.60094,0.004361
Cluster,109,195,35,6593,3970,0.602154,0.004438
Cluster,110,205,35,6593,4006,0.607614,0.00462
Cluster,111,215,35,6593,4008,0.607917,0.004722
Cluster,112,225,35,6593,4012,0.608524,0.004959
Cluster,113,235,35,6593,4020,0.609738,0.00504
Cluster,114,245,35,6593,4024,0.610344,0.005138
Cluster,115,255,35,6593,4026,0.610648,0.005371
Cluster,116,265,35,6593,4022,0.610041,0.005447
Cluster,117,275,35,6593,4040,0.612771,0.005594
Cluster,118,285,35,6593,4044,0.613378,0.005672
Cluster,119,295,35,6593,4040,0.612771,0.005896
Cluster,120,5,45,6593,910,0.138025,0.001222
Cluster,121,15,45,6593,1858,0.281814,0.001502
Cluster,122,25,45,6593,2476,0.37555,0.001726
Cluster,123,35,45,6593,2792,0.423479,0.001924
Cluster,124,45,45,6593,3040,0.461095,0.00214
Cluster,125,55,45,6593,3306,0.501441,0.002337
Cluster,126,65,45,6593,3450,0.523282,0.002517
Cluster,127,75,45,6593,3590,0.544517,0.002688
Cluster,128,85,45,6593,3666,0.556044,0.002874
Cluster,129,95,45,6593,3786,0.574245,0.003024
Cluster,130,105,45,6593,3830,0.580919,0.003153
Cluster,131,115,45,6593,3848,0.583649,0.003287
Cluster,132,125,45,6593,3896,0.59093,0.00341
Cluster,133,135,45,6593,3918,0.594267,0.003532
Cluster,134,145,45,6593,3966,0.601547,0.003666
Cluster,135,155,45,6593,3982,0.603974,0.003785
Cluster,136,165,45,6593,4012,0.608524,0.003921
Cluster,137,175,45,6593,4002,0.607007,0.004057
Cluster,138,185,45,6593,4024,0.610344,0.004171
