alg,run,k,c,tomatch,success,rate,time
Random,0,1400,100,65928,34,0.000515714,0.009186
Random,1,1400,100,65928,32,0.000485378,0.008142
Random,2,1400,100,65928,34,0.000515714,0.00806
Random,3,1400,100,65928,30,0.000455042,0.009853
Random,4,1400,100,65928,28,0.000424706,0.008727
Random,5,1400,100,65928,24,0.000364033,0.009582
Random,6,1400,100,65928,22,0.000333697,0.008126
Random,7,1400,100,65928,38,0.000576386,0.008126
Random,8,1400,100,65928,34,0.000515714,0.008068
Random,9,1400,100,65928,28,0.000424706,0.007816
Random,10,1400,100,65928,26,0.00039437,0.008171
Random,11,1400,100,65928,20,0.000303361,0.007734
Random,12,1400,100,65928,22,0.000333697,0.007824
Random,13,1400,100,65928,22,0.000333697,0.008184
Random,14,1400,100,65928,26,0.00039437,0.008051
Random,15,1400,100,65928,32,0.000485378,0.007834
Random,16,1400,100,65928,30,0.000455042,0.008841
Random,17,1400,100,65928,30,0.000455042,0.007944
Random,18,1400,100,65928,40,0.000606722,0.007562
Random,19,1400,100,65928,14,0.000212353,0.008005
Random,20,1400,100,65928,22,0.000333697,0.009437
Random,21,1400,100,65928,30,0.000455042,0.008428
Random,22,1400,100,65928,24,0.000364033,0.009873
Random,23,1400,100,65928,20,0.000303361,0.008974
Random,24,1400,100,65928,24,0.000364033,0.008818
Random,25,1400,100,65928,40,0.000606722,0.009913
Random,26,1400,100,65928,32,0.000485378,0.008343
Random,27,1400,100,65928,34,0.000515714,0.009677
Random,28,1400,100,65928,38,0.000576386,0.009159
Random,29,1400,100,65928,26,0.00039437,0.008227
RandomK,0,1400,100,65928,19300,0.292744,1.07501
RandomK,1,1400,100,65928,19244,0.291894,1.59739
RandomK,2,1400,100,65928,19382,0.293987,1.613
RandomK,3,1400,100,65928,19332,0.293229,1.05164
RandomK,4,1400,100,65928,19270,0.292289,0.962946
RandomK,5,1400,100,65928,19222,0.29156,1.49301
RandomK,6,1400,100,65928,19232,0.291712,1.24687
RandomK,7,1400,100,65928,19148,0.290438,1.11364
RandomK,8,1400,100,65928,19174,0.290832,1.1491
RandomK,9,1400,100,65928,19434,0.294776,1.51441
RandomK,10,1400,100,65928,19256,0.292076,1.60932
RandomK,11,1400,100,65928,19146,0.290408,1.50833
RandomK,12,1400,100,65928,19120,0.290013,1.49001
RandomK,13,1400,100,65928,19218,0.2915,1.16891
RandomK,14,1400,100,65928,19298,0.292713,0.759883
RandomK,15,1400,100,65928,19320,0.293047,0.746335
RandomK,16,1400,100,65928,19202,0.291257,0.899023
RandomK,17,1400,100,65928,19204,0.291287,0.918277
RandomK,18,1400,100,65928,19208,0.291348,1.16693
RandomK,19,1400,100,65928,19224,0.291591,0.772661
RandomK,20,1400,100,65928,19196,0.291166,0.765322
RandomK,21,1400,100,65928,19228,0.291651,0.793741
RandomK,22,1400,100,65928,19272,0.292319,1.18752
RandomK,23,1400,100,65928,19118,0.289983,0.745386
RandomK,24,1400,100,65928,19190,0.291075,0.745073
RandomK,25,1400,100,65928,19254,0.292046,0.744168
RandomK,26,1400,100,65928,19298,0.292713,1.07001
RandomK,27,1400,100,65928,19164,0.290681,1.72614
RandomK,28,1400,100,65928,19152,0.290499,1.72026
RandomK,29,1400,100,65928,19228,0.291651,1.70192
Weighted,0,1400,100,65928,22134,0.33573,1.49645
Weighted,1,1400,100,65928,22084,0.334971,1.4968
Weighted,2,1400,100,65928,22256,0.33758,1.47897
Weighted,3,1400,100,65928,22300,0.338248,1.49216
Weighted,4,1400,100,65928,22030,0.334152,1.50479
Weighted,5,1400,100,65928,22258,0.337611,1.47349
Weighted,6,1400,100,65928,22208,0.336852,1.50007
Weighted,7,1400,100,65928,22240,0.337338,1.49434
Weighted,8,1400,100,65928,22126,0.335609,0.991461
Weighted,9,1400,100,65928,22072,0.334789,0.627616
Weighted,10,1400,100,65928,22120,0.335518,0.835105
Weighted,11,1400,100,65928,22210,0.336883,0.62006
Weighted,12,1400,100,65928,22128,0.335639,0.624627
Weighted,13,1400,100,65928,22218,0.337004,0.626033
Weighted,14,1400,100,65928,22344,0.338915,0.919802
Weighted,15,1400,100,65928,22158,0.336094,0.652671
Weighted,16,1400,100,65928,22260,0.337641,0.636272
Weighted,17,1400,100,65928,22208,0.336852,0.660867
Weighted,18,1400,100,65928,22138,0.335791,0.658084
Weighted,19,1400,100,65928,22256,0.33758,0.632223
Weighted,20,1400,100,65928,22148,0.335942,0.638473
Weighted,21,1400,100,65928,22290,0.338096,0.639205
Weighted,22,1400,100,65928,22514,0.341494,0.675829
Weighted,23,1400,100,65928,22388,0.339583,0.629324
Weighted,24,1400,100,65928,22260,0.337641,0.644407
Weighted,25,1400,100,65928,22278,0.337914,0.621298
Weighted,26,1400,100,65928,22248,0.337459,0.672049
Weighted,27,1400,100,65928,22514,0.341494,0.72433
Weighted,28,1400,100,65928,22106,0.335305,0.745784
Weighted,29,1400,100,65928,22140,0.335821,0.644059
Cluster,0,1400,100,65928,33806,0.512772,0.411529
Cluster,1,1400,100,65928,33806,0.512772,0.439092
Cluster,2,1400,100,65928,33806,0.512772,0.406251
Cluster,3,1400,100,65928,33806,0.512772,0.40751
Cluster,4,1400,100,65928,33806,0.512772,0.402919
Cluster,5,1400,100,65928,33806,0.512772,0.408991
Cluster,6,1400,100,65928,33804,0.512741,0.397952
Cluster,7,1400,100,65928,33806,0.512772,0.420336
Cluster,8,1400,100,65928,33806,0.512772,0.427719
Cluster,9,1400,100,65928,33804,0.512741,0.419254
Cluster,10,1400,100,65928,33806,0.512772,0.408861
Cluster,11,1400,100,65928,33804,0.512741,0.437889
Cluster,12,1400,100,65928,33806,0.512772,0.409606
Cluster,13,1400,100,65928,33806,0.512772,0.40747
Cluster,14,1400,100,65928,33806,0.512772,0.422819
Cluster,15,1400,100,65928,33804,0.512741,0.432606
Cluster,16,1400,100,65928,33806,0.512772,0.4307
Cluster,17,1400,100,65928,33804,0.512741,0.404585
Cluster,18,1400,100,65928,33806,0.512772,0.397912
Cluster,19,1400,100,65928,33802,0.512711,0.443037
Cluster,20,1400,100,65928,33806,0.512772,0.404462
Cluster,21,1400,100,65928,33804,0.512741,0.449633
Cluster,22,1400,100,65928,33806,0.512772,0.39957
Cluster,23,1400,100,65928,33804,0.512741,0.406796
Cluster,24,1400,100,65928,33804,0.512741,0.406025
Cluster,25,1400,100,65928,33806,0.512772,0.49639
Cluster,26,1400,100,65928,33802,0.512711,0.831734
Cluster,27,1400,100,65928,33806,0.512772,0.432353
Cluster,28,1400,100,65928,33806,0.512772,0.400276
Cluster,29,1400,100,65928,33804,0.512741,0.398518
D0: 27687422 83097
Distribution,0,1400,100,65928,33806,0.512772,0.13383
D0: 27687422 83097
Distribution,1,1400,100,65928,33806,0.512772,0.121444
D0: 27687422 83097
Distribution,2,1400,100,65928,33806,0.512772,0.130151
D0: 27687422 83097
Distribution,3,1400,100,65928,33806,0.512772,0.121612
D0: 27687422 83097
Distribution,4,1400,100,65928,33806,0.512772,0.125529
D0: 27687422 83097
Distribution,5,1400,100,65928,33806,0.512772,0.129897
D0: 27687422 83097
Distribution,6,1400,100,65928,33806,0.512772,0.138985
D0: 27687422 83097
Distribution,7,1400,100,65928,33806,0.512772,0.128562
D0: 27687422 83097
Distribution,8,1400,100,65928,33806,0.512772,0.125292
D0: 27687422 83097
Distribution,9,1400,100,65928,33806,0.512772,0.120566
D0: 27687422 83097
Distribution,10,1400,100,65928,33806,0.512772,0.121451
D0: 27687422 83097
Distribution,11,1400,100,65928,33806,0.512772,0.123472
D0: 27687422 83097
Distribution,12,1400,100,65928,33806,0.512772,0.127321
D0: 27687422 83097
Distribution,13,1400,100,65928,33806,0.512772,0.122942
D0: 27687422 83097
Distribution,14,1400,100,65928,33806,0.512772,0.12365
D0: 27687422 83097
Distribution,15,1400,100,65928,33806,0.512772,0.122544
