alg,run,k,c,tomatch,success,rate,time
Cluster,214,85,145,32964,23916,0.725519,0.010182
Cluster,215,105,145,32964,24322,0.737835,0.011431
Cluster,216,125,145,32964,24620,0.746875,0.012166
Cluster,217,145,145,32964,24906,0.755552,0.013153
Cluster,218,165,145,32964,25122,0.762104,0.014133
Cluster,219,185,145,32964,25168,0.7635,0.014527
Cluster,220,205,145,32964,25330,0.768414,0.015019
Cluster,221,225,145,32964,25398,0.770477,0.016563
Cluster,222,245,145,32964,25458,0.772297,0.016614
Cluster,223,265,145,32964,25528,0.774421,0.017303
Cluster,224,285,145,32964,25544,0.774906,0.017925
Cluster,225,305,145,32964,25604,0.776726,0.01942
Cluster,226,325,145,32964,25616,0.77709,0.01926
Cluster,227,345,145,32964,25646,0.778,0.021064
Cluster,228,365,145,32964,25658,0.778364,0.021176
Cluster,229,385,145,32964,25670,0.778728,0.021591
Cluster,230,405,145,32964,25672,0.778789,0.022619
Cluster,231,425,145,32964,25678,0.778971,0.023016
Cluster,232,445,145,32964,25684,0.779153,0.023519
Cluster,233,465,145,32964,25688,0.779274,0.024169
Cluster,234,485,145,32964,25682,0.779092,0.025887
Cluster,235,505,145,32964,25690,0.779335,0.026068
Cluster,236,525,145,32964,25690,0.779335,0.027026
Cluster,237,545,145,32964,25694,0.779456,0.027472
Cluster,238,565,145,32964,25696,0.779517,0.028417
Cluster,239,585,145,32964,25692,0.779396,0.028565
Cluster,240,5,165,32964,9008,0.273268,0.004528
Cluster,241,25,165,32964,18656,0.565951,0.006413
Cluster,242,45,165,32964,21582,0.654714,0.007779
Cluster,243,65,165,32964,22930,0.695607,0.009058
Cluster,244,85,165,32964,23896,0.724912,0.010357
Cluster,245,105,165,32964,24268,0.736197,0.011416
Cluster,246,125,165,32964,24708,0.749545,0.012428
Cluster,247,145,165,32964,24920,0.755976,0.0131
Cluster,248,165,165,32964,25154,0.763075,0.013866
Cluster,249,185,165,32964,25254,0.766108,0.014521
Cluster,250,205,165,32964,25358,0.769263,0.015192
Cluster,251,225,165,32964,25424,0.771266,0.015985
Cluster,252,245,165,32964,25528,0.774421,0.01667
Cluster,253,265,165,32964,25576,0.775877,0.017087
Cluster,254,285,165,32964,25574,0.775816,0.017852
Cluster,255,305,165,32964,25634,0.777636,0.018361
Cluster,256,325,165,32964,25654,0.778243,0.019447
Cluster,257,345,165,32964,25650,0.778122,0.019928
Cluster,258,365,165,32964,25672,0.778789,0.020571
Cluster,259,385,165,32964,25676,0.77891,0.021324
Cluster,260,405,165,32964,25678,0.778971,0.022095
Cluster,261,425,165,32964,25674,0.77885,0.022707
Cluster,262,445,165,32964,25682,0.779092,0.02394
Cluster,263,465,165,32964,25688,0.779274,0.025007
Cluster,264,485,165,32964,25690,0.779335,0.02597
Cluster,265,505,165,32964,25694,0.779456,0.025315
Cluster,266,525,165,32964,25696,0.779517,0.025931
Cluster,267,545,165,32964,25692,0.779396,0.026486
Cluster,268,565,165,32964,25696,0.779517,0.027328
Cluster,269,585,165,32964,25696,0.779517,0.0275
Cluster,270,5,185,32964,9300,0.282126,0.004556
Cluster,271,25,185,32964,19002,0.576447,0.006385
Cluster,272,45,185,32964,21730,0.659204,0.007747
Cluster,273,65,185,32964,23224,0.704526,0.009022
Cluster,274,85,185,32964,23952,0.726611,0.01028
Cluster,275,105,185,32964,24552,0.744813,0.011298
Cluster,276,125,185,32964,24858,0.754095,0.012189
Cluster,277,145,185,32964,25066,0.760405,0.013109
Cluster,278,165,185,32964,25222,0.765138,0.013967
Cluster,279,185,185,32964,25386,0.770113,0.014124
Cluster,280,205,185,32964,25420,0.771144,0.015665
Cluster,281,225,185,32964,25532,0.774542,0.016129
Cluster,282,245,185,32964,25596,0.776483,0.016903
Cluster,283,265,185,32964,25580,0.775998,0.016779
Cluster,284,285,185,32964,25630,0.777515,0.018342
Cluster,285,305,185,32964,25642,0.777879,0.019056
Cluster,286,325,185,32964,25658,0.778364,0.019101
Cluster,287,345,185,32964,25660,0.778425,0.020359
Cluster,288,365,185,32964,25678,0.778971,0.021251
Cluster,289,385,185,32964,25692,0.779396,0.021982
Cluster,290,405,185,32964,25684,0.779153,0.021496
Cluster,291,425,185,32964,25686,0.779214,0.023086
Cluster,292,445,185,32964,25694,0.779456,0.023514
Cluster,293,465,185,32964,25694,0.779456,0.024027
Cluster,294,485,185,32964,25694,0.779456,0.023882
Cluster,295,505,185,32964,25696,0.779517,0.025713
Cluster,296,525,185,32964,25696,0.779517,0.025612
Cluster,297,545,185,32964,25696,0.779517,0.026913
Cluster,298,565,185,32964,25696,0.779517,0.027516
Cluster,299,585,185,32964,25696,0.779517,0.027303
Cluster,300,5,205,32964,9746,0.295656,0.00451
Cluster,301,25,205,32964,19462,0.590402,0.006306
Cluster,302,45,205,32964,22148,0.671884,0.007612
Cluster,303,65,205,32964,23356,0.708531,0.008895
Cluster,304,85,205,32964,24268,0.736197,0.010006
Cluster,305,105,205,32964,24756,0.751001,0.011009
Cluster,306,125,205,32964,24984,0.757918,0.011873
Cluster,307,145,205,32964,25162,0.763318,0.01287
Cluster,308,165,205,32964,25310,0.767807,0.013102
Cluster,309,185,205,32964,25426,0.771326,0.014253
Cluster,310,205,205,32964,25498,0.77351,0.01491
Cluster,311,225,205,32964,25560,0.775391,0.015298
Cluster,312,245,205,32964,25592,0.776362,0.016024
Cluster,313,265,205,32964,25634,0.777636,0.016929
Cluster,314,285,205,32964,25648,0.778061,0.017208
Cluster,315,305,205,32964,25650,0.778122,0.017962
Cluster,316,325,205,32964,25682,0.779092,0.018531
Cluster,317,345,205,32964,25682,0.779092,0.019024
Cluster,318,365,205,32964,25690,0.779335,0.019629
Cluster,319,385,205,32964,25688,0.779274,0.021561
Cluster,320,405,205,32964,25694,0.779456,0.02097
Cluster,321,425,205,32964,25694,0.779456,0.021778
Cluster,322,445,205,32964,25692,0.779396,0.022149
Cluster,323,465,205,32964,25696,0.779517,0.022769
Cluster,324,485,205,32964,25696,0.779517,0.023468
Cluster,325,505,205,32964,25696,0.779517,0.024023
Cluster,326,525,205,32964,25696,0.779517,0.02462
Cluster,327,545,205,32964,25696,0.779517,0.025531
Cluster,328,565,205,32964,25696,0.779517,0.025646
Cluster,329,585,205,32964,25696,0.779517,0.026925
Cluster,330,5,225,32964,10346,0.313858,0.004551
Cluster,331,25,225,32964,19636,0.59568,0.006243
Cluster,332,45,225,32964,22508,0.682805,0.007538
Cluster,333,65,225,32964,23652,0.71751,0.008792
Cluster,334,85,225,32964,24422,0.740869,0.009852
Cluster,335,105,225,32964,24732,0.750273,0.010918
Cluster,336,125,225,32964,25082,0.760891,0.011621
Cluster,337,145,225,32964,25214,0.764895,0.012533
Cluster,338,165,225,32964,25370,0.769627,0.013302
Cluster,339,185,225,32964,25488,0.773207,0.013973
Cluster,340,205,225,32964,25554,0.775209,0.014693
Cluster,341,225,225,32964,25584,0.776119,0.015156
Cluster,342,245,225,32964,25614,0.777029,0.015369
Cluster,343,265,225,32964,25656,0.778304,0.016761
Cluster,344,285,225,32964,25668,0.778668,0.017557
Cluster,345,305,225,32964,25672,0.778789,0.018156
Cluster,346,325,225,32964,25684,0.779153,0.018821
Cluster,347,345,225,32964,25688,0.779274,0.019417
Cluster,348,365,225,32964,25686,0.779214,0.020374
Cluster,349,385,225,32964,25696,0.779517,0.020801
Cluster,350,405,225,32964,25696,0.779517,0.020448
Cluster,351,425,225,32964,25694,0.779456,0.022005
Cluster,352,445,225,32964,25696,0.779517,0.022876
Cluster,353,465,225,32964,25692,0.779396,0.023047
Cluster,354,485,225,32964,25696,0.779517,0.024077
Cluster,355,505,225,32964,25696,0.779517,0.024616
Cluster,356,525,225,32964,25696,0.779517,0.025395
Cluster,357,545,225,32964,25696,0.779517,0.025538
Cluster,358,565,225,32964,25696,0.779517,0.025494
Cluster,359,585,225,32964,25696,0.779517,0.025988
Cluster,360,5,245,32964,10268,0.311491,0.004497
Cluster,361,25,245,32964,19890,0.603386,0.006186
Cluster,362,45,245,32964,22598,0.685536,0.00752
Cluster,363,65,245,32964,23782,0.721454,0.008676
Cluster,364,85,245,32964,24480,0.742628,0.009667
Cluster,365,105,245,32964,24942,0.756644,0.010691
Cluster,366,125,245,32964,25120,0.762043,0.011292
Cluster,367,145,245,32964,25304,0.767625,0.012229
Cluster,368,165,245,32964,25408,0.77078,0.013285
Cluster,369,185,245,32964,25500,0.773571,0.013924
Cluster,370,205,245,32964,25530,0.774481,0.014376
Cluster,371,225,245,32964,25598,0.776544,0.015489
Cluster,372,245,245,32964,25634,0.777636,0.015922
Cluster,373,265,245,32964,25652,0.778182,0.01649
Cluster,374,285,245,32964,25670,0.778728,0.017426
Cluster,375,305,245,32964,25674,0.77885,0.018023
Cluster,376,325,245,32964,25682,0.779092,0.017977
Cluster,377,345,245,32964,25696,0.779517,0.019301
Cluster,378,365,245,32964,25692,0.779396,0.019997
Cluster,379,385,245,32964,25696,0.779517,0.020797
Cluster,380,405,245,32964,25696,0.779517,0.021413
Cluster,381,425,245,32964,25694,0.779456,0.021794
Cluster,382,445,245,32964,25694,0.779456,0.022811
Cluster,383,465,245,32964,25696,0.779517,0.023423
Cluster,384,485,245,32964,25696,0.779517,0.024198
Cluster,385,505,245,32964,25694,0.779456,0.024507
Cluster,386,525,245,32964,25696,0.779517,0.024914
Cluster,387,545,245,32964,25696,0.779517,0.02573
Cluster,388,565,245,32964,25696,0.779517,0.025238
Cluster,389,585,245,32964,25696,0.779517,0.027122
Cluster,390,5,265,32964,10326,0.313251,0.004432
Cluster,391,25,265,32964,19832,0.601626,0.006181
Cluster,392,45,265,32964,22588,0.685232,0.007494
Cluster,393,65,265,32964,23908,0.725276,0.008657
Cluster,394,85,265,32964,24514,0.74366,0.009692
Cluster,395,105,265,32964,24830,0.753246,0.010775
Cluster,396,125,265,32964,25148,0.762893,0.01145
Cluster,397,145,265,32964,25318,0.76805,0.012089
Cluster,398,165,265,32964,25450,0.772054,0.013146
Cluster,399,185,265,32964,25550,0.775088,0.013877
Cluster,400,205,265,32964,25608,0.776847,0.014518
Cluster,401,225,265,32964,25620,0.777212,0.015234
Cluster,402,245,265,32964,25646,0.778,0.015881
Cluster,403,265,265,32964,25660,0.778425,0.016557
Cluster,404,285,265,32964,25672,0.778789,0.017244
Cluster,405,305,265,32964,25680,0.779032,0.01786
Cluster,406,325,265,32964,25684,0.779153,0.0179
Cluster,407,345,265,32964,25692,0.779396,0.019179
Cluster,408,365,265,32964,25692,0.779396,0.019298
Cluster,409,385,265,32964,25696,0.779517,0.019677
Cluster,410,405,265,32964,25694,0.779456,0.020514
Cluster,411,425,265,32964,25696,0.779517,0.020751
Cluster,412,445,265,32964,25696,0.779517,0.021453
Cluster,413,465,265,32964,25694,0.779456,0.021914
Cluster,414,485,265,32964,25694,0.779456,0.023025
Cluster,415,505,265,32964,25696,0.779517,0.023551
Cluster,416,525,265,32964,25696,0.779517,0.024095
Cluster,417,545,265,32964,25696,0.779517,0.024496
Cluster,418,565,265,32964,25696,0.779517,0.025095
Cluster,419,585,265,32964,25696,0.779517,0.025644
Cluster,420,5,285,32964,10708,0.324839,0.00447
Cluster,421,25,285,32964,20110,0.610059,0.006197
Cluster,422,45,285,32964,22754,0.690268,0.007507
Cluster,423,65,285,32964,23960,0.726854,0.008635
Cluster,424,85,285,32964,24632,0.747239,0.009771
Cluster,425,105,285,32964,24958,0.757129,0.010658
Cluster,426,125,285,32964,25192,0.764228,0.011599
Cluster,427,145,285,32964,25336,0.768596,0.012474
Cluster,428,165,285,32964,25492,0.773328,0.013089
Cluster,429,185,285,32964,25528,0.774421,0.013591
Cluster,430,205,285,32964,25598,0.776544,0.014399
Cluster,431,225,285,32964,25642,0.777879,0.014543
Cluster,432,245,285,32964,25646,0.778,0.015356
Cluster,433,265,285,32964,25668,0.778668,0.01639
Cluster,434,285,285,32964,25668,0.778668,0.017047
Cluster,435,305,285,32964,25692,0.779396,0.017518
Cluster,436,325,285,32964,25694,0.779456,0.017505
Cluster,437,345,285,32964,25686,0.779214,0.018928
Cluster,438,365,285,32964,25694,0.779456,0.019003
Cluster,439,385,285,32964,25696,0.779517,0.020361
Cluster,440,405,285,32964,25696,0.779517,0.020472
Cluster,441,425,285,32964,25688,0.779274,0.02156
Cluster,442,445,285,32964,25696,0.779517,0.022309
Cluster,443,465,285,32964,25696,0.779517,0.022925
Cluster,444,485,285,32964,25696,0.779517,0.022381
Cluster,445,505,285,32964,25696,0.779517,0.023184
Cluster,446,525,285,32964,25696,0.779517,0.02467
Cluster,447,545,285,32964,25696,0.779517,0.025309
Cluster,448,565,285,32964,25696,0.779517,0.025757
Cluster,449,585,285,32964,25696,0.779517,0.025498
Cluster,450,5,305,32964,10912,0.331028,0.004456
Cluster,451,25,305,32964,20496,0.621769,0.006078
Cluster,452,45,305,32964,22994,0.697549,0.007373
Cluster,453,65,305,32964,24170,0.733224,0.008483
Cluster,454,85,305,32964,24712,0.749666,0.009555
Cluster,455,105,305,32964,24972,0.757554,0.010523
Cluster,456,125,305,32964,25240,0.765684,0.011308
Cluster,457,145,305,32964,25438,0.77169,0.012124
Cluster,458,165,305,32964,25528,0.774421,0.012762
Cluster,459,185,305,32964,25588,0.776241,0.013582
Cluster,460,205,305,32964,25636,0.777697,0.014161
Cluster,461,225,305,32964,25634,0.777636,0.01487
Cluster,462,245,305,32964,25676,0.77891,0.015368
Cluster,463,265,305,32964,25684,0.779153,0.016065
Cluster,464,285,305,32964,25686,0.779214,0.016583
Cluster,465,305,305,32964,25684,0.779153,0.016624
Cluster,466,325,305,32964,25690,0.779335,0.017996
Cluster,467,345,305,32964,25694,0.779456,0.018876
Cluster,468,365,305,32964,25696,0.779517,0.019273
Cluster,469,385,305,32964,25694,0.779456,0.020181
Cluster,470,405,305,32964,25696,0.779517,0.020578
Cluster,471,425,305,32964,25696,0.779517,0.021571
Cluster,472,445,305,32964,25696,0.779517,0.02194
Cluster,473,465,305,32964,25696,0.779517,0.022656
Cluster,474,485,305,32964,25696,0.779517,0.022213
Cluster,475,505,305,32964,25696,0.779517,0.023685
Cluster,476,525,305,32964,25696,0.779517,0.023757
Cluster,477,545,305,32964,25696,0.779517,0.024145
Cluster,478,565,305,32964,25696,0.779517,0.024421
Cluster,479,585,305,32964,25696,0.779517,0.025105
Cluster,480,5,325,32964,10974,0.332909,0.004456
Cluster,481,25,325,32964,20308,0.616066,0.006117
Cluster,482,45,325,32964,22924,0.695425,0.007357
Cluster,483,65,325,32964,24070,0.730191,0.008492
Cluster,484,85,325,32964,24664,0.74821,0.009523
Cluster,485,105,325,32964,25044,0.759738,0.010535
Cluster,486,125,325,32964,25258,0.76623,0.011349
Cluster,487,145,325,32964,25442,0.771812,0.012092
Cluster,488,165,325,32964,25522,0.774239,0.012737
Cluster,489,185,325,32964,25588,0.776241,0.013363
Cluster,490,205,325,32964,25626,0.777394,0.014109
Cluster,491,225,325,32964,25638,0.777758,0.014748
Cluster,492,245,325,32964,25672,0.778789,0.015273
Cluster,493,265,325,32964,25676,0.77891,0.015602
Cluster,494,285,325,32964,25686,0.779214,0.016647
Cluster,495,305,325,32964,25690,0.779335,0.017239
Cluster,496,325,325,32964,25692,0.779396,0.017881
Cluster,497,345,325,32964,25690,0.779335,0.018626
Cluster,498,365,325,32964,25696,0.779517,0.019292
Cluster,499,385,325,32964,25696,0.779517,0.019854
Cluster,500,405,325,32964,25694,0.779456,0.020455
Cluster,501,425,325,32964,25696,0.779517,0.020499
Cluster,502,445,325,32964,25696,0.779517,0.021659
Cluster,503,465,325,32964,25696,0.779517,0.021661
Cluster,504,485,325,32964,25696,0.779517,0.022876
Cluster,505,505,325,32964,25696,0.779517,0.023757
Cluster,506,525,325,32964,25696,0.779517,0.024263
Cluster,507,545,325,32964,25696,0.779517,0.023937
Cluster,508,565,325,32964,25696,0.779517,0.024475
Cluster,509,585,325,32964,25696,0.779517,0.025248
Cluster,510,5,345,32964,11046,0.335093,0.004404
Cluster,511,25,345,32964,20618,0.62547,0.006116
Cluster,512,45,345,32964,23078,0.700097,0.007433
Cluster,513,65,345,32964,24132,0.732071,0.008509
Cluster,514,85,345,32964,24760,0.751122,0.009574
Cluster,515,105,345,32964,25154,0.763075,0.010508
